title,category
金星夸奖孙俪长得漂亮，孙俪一句话，逗的全场都笑出了眼泪！,娱乐
叙利亚称伊德利卜武装分子可能大举入侵拉塔基亚,军事
泗洪人民医院一产妇突发羊水栓塞，命悬一线被从死亡线上拉回,社会
高云翔事件后首度发声！砸了1400万跨洋救夫的董璇经历了什么？,娱乐
 因为热爱，她和多家酒庄有着合作关系，并代理多款意大利葡萄酒 ,财经
深圳一男子因清洁工未及时让路，追几条街对其疯狂暴打,社会
我们到底为什么加班，该不该加班？,社会
马元《那座城这家人》再遇“亡妻” 角色“共情”大展演技,娱乐
俄战略火箭兵司令披露俄新战略导弹进展：核盾牌依然强大可靠,军事
摄影入门须知，单反相机镜头滤镜使用技巧,科技
美军步步紧逼！伊朗网军神秘不一般,军事
甄嬛传：难怪甄嬛说夏刈留不得，凭他这几句话甄嬛是非杀他不可！,娱乐
【科技日报】最大望远镜阵列 我们不缺席！,科技
近7战豪取6胜！勇士实力仍领跑联盟不夸张，3理由说服力足够,体育
4个巴萨比赛镜头告诉你：恒大最新看中外援到底有多牛？,体育
米卢：中国队亚洲杯能进四强；最好球员是鹿晗，观众都是来看他的,体育
周三早盘操作分析！---201812.19早盘提示,财经
爱加密发布 ￨ 四川省移动应用APP检测报告,科技
中南财经政法大学师生热议改革开放40年成就,社会
1秒让全世界安静！1MORE圈铁蓝牙耳机体验分享,科技
从赶上时代到引领时代的伟大跨越,军事
 马云、董明珠都关注的“新制造”如何落地？阿里给了这份方案 ,科技
“五个一工程”屡创佳绩：推动福建文艺从高原走向高峰,社会
罗斯怒怼俩状元，这是想追随巴特勒离开森林狼吗,体育
姚明9247分居NBA中国6将之首，周琦24分未垫底,体育
"曾志伟还没什么! 吴秀波抱baby, 谁看到了他的手? 一眼就能知道人品",娱乐
“报恩费”的核心意义在于企业懂得感恩,社会
被“抛弃”的行李,社会
特朗普放出烟雾弹，说好削减军费，紧要关头却大涨500亿,军事
手机重启和关机没想到区别这么大，好多人都想错了，不要再乱点了,科技
佘诗曼与汤盈盈等姐妹共度佳节 戴圣诞帽眨眼卖萌,娱乐
俄罗斯立陶宛边境紧张，德国升级PZH2000榴弹炮武装铁狼军,军事
这个男人坚持画刘亦菲730天，以画鉴心，每一幅都是乐趣,娱乐
晋商银行人民币账户管理违法违规 遭央行警告并罚款,财经
ofo将按照顺序退押金，押金退完，ofo还剩什么？,科技
盛文兵：美股三大指数暴跌，美元指数高位承压回落,财经
数据热 | 中国创新指数达历史新高 较上年提升 6.8% 创新环境提升最大,科技
广州一服装店员工被老板怀疑偷衣服 遭6人质问期间坠亡,社会
彩蛋！“携手-2018”中印联训:，中印军官齐过生日,军事
周冬雨盛会迟到，被媒体呼来唤去没脾气，粉丝：害羞的爱豆最可爱,娱乐
西部太疯狂！掘金被逼不能输球，强如詹姆斯不敢划水，火箭来了,体育
胜诉！苏大女生的这次“较真”，让苏州地铁这项“霸王条款”作废,社会
为何许多球迷都将赵继伟称为最穷国手?他的下一份合同会有多大？,体育
给个机会？勇士追掘金，湖人坐四望三，火箭进前十，太阳不愿孤单,体育
CAFA专稿丨从临摹到修复：学院体制下的壁画保护与修复,社会
火箭三当家彻底迷失！半场18分钟输13分 哈登最佳帮手变头号包袱,体育
被霍思燕穿成熊的面包服，却被董洁穿出无敌少女感，气质太重要了,娱乐
《悲伤》易遥得病受欺负，除了唐小米，她的所作所为更可恶,娱乐
重排2003年选秀前10顺位！韦德榜眼，迪奥第8顺位,体育
从贫困户到慈善家 许家印背后有艰苦往事和慈善初心,社会
面对旧主，基米希：与莱比锡的比赛非常特别,体育
海关总署：在京津沪开展3个月促进跨境贸易便利化专项行动,财经
人要有自知之明！周琦要学阿联宁做鸡头不做凤尾 回CBA最佳选择,体育
【见证强军之路】中国海军首次赴亚丁湾索马里海域护航行动 ,军事
颜值即是正义——华硕 灵耀U 2代,科技
阿富汗武装分子从来不袭击土耳其军队？背后真相是？,军事
想存钱?八个简单的方法帮到你,财经
乌将挑衅俄？俄外长:我们不会与乌克兰开战,军事
成锡忠：南亚地区非传统安全威胁的一个突出问题,财经
武警新兵：我和天安门广场有个约定,军事
999元传喜讯，预售人气爆棚的华为畅享9终迎首销！,科技
澳洲联邦大学走进浙江中学做友好访问,社会
王刚3任妻子，一个比一个漂亮，网友：看看人家这辈子，没白活！,娱乐
乒乓爱好者那暖心的“家外家”,体育
18日早报：篮网新秀肩膀脱位 雷霆主帅合同变动,体育
「场上花絮」最后时刻，弗格运球挑衅引对方犯规，上海不满，迅速离场,体育
复兰“智慧校园”用大数据助力领导者教育决策依据,科技
北京展会回顾丨乘风破浪，未来与你们一路同行,财经
2019年退伍男星盘点，金秀贤池昌旭等多位男神回归,娱乐
本以为迪丽热巴龙须刘海够美了，当看到软妹刘海，网友：整容了？,娱乐
湄洲妈祖祖庙赴各地开展宫庙联谊活动,社会
叙利亚即将遭受猛攻！俄叙联军紧急调集重兵：可轻松击退,军事
它是上海滩曾经的集装箱大佬，“张军宝”没落之后再崛起,财经
严防“冬天里的一把火”！小区消防安全知识,社会
杭州公交一圈一检发挥功效，女士1900多元失而复得！,社会
奈良马拉松，鹿比跑者还抢镜别处绝对看不到，追人挡路样样来……,体育
卧槽了！泰伦卢真的来了洛杉矶执教！,体育
中央经济工作会议有哪些看点,财经
20多只加菲猫齐聚济南过40岁生日网友吐槽偶像老了,社会
胶州交警开展冬季出租车交通违法行为专项整治行动,社会
全面推送！小米8系列新增960帧慢动作，超级夜景模式，米粉沸腾了,科技
王俊凯参加王力宏演唱会，被发现后比心？小螃蟹通过细节立马否认,娱乐
联想 Z5s 体验：水滴屏+后置三摄，一款性价比很高的千元机,科技
湖人莫忘科比伤病原因，詹皇体力报警，湖人该怎么做心里没数？,体育
首发丨云丁科技获6亿元D轮融资，从产品思维向产业思维转变,财经
关于洁净颗粒燃料热值检测仪器的结构解析,科技
由穆里尼奥评论“新一代球员成熟太慢”引发的一场讨论,体育
苏联坦克制胜的法宝 两块铁皮让坦克跑的更远！西方坦克也得学习,军事
手机银行发展与测评报告发布 转账仍是最主要使用场景,财经
曝林书豪差点被换到西部！4方大交易有火箭湖人,体育
武警特战员“魔鬼周”极限训练掠影 张张惊艳,军事
没有导弹可用？乌:唯一弹艇的发射装置都拆了,军事
玉林城区70套公租房12月26日现场抽签,社会
玩笑开过头！在绍兴的这两名男子因为开玩笑，居然拿出了刀,社会
广东深圳手机钢化膜工厂，深圳大的手机钢化膜供货商,科技
"演了整整10年御姐, 至今36岁几乎零绯闻, 却因突然产女轰动整个娱乐圈",娱乐
米特罗维奇当选塞尔维亚足球先生，红星主帅获最佳教练,体育
"俄罗斯充气武器不厌诈, 充个坦克五分钟, 忽悠美国一整天！",军事
低价高中签率新股来了！紫金银行今日申购，顶格中签概率有望超15%,财经
汤臣倍健跌停真相：高估值成就政策“黑天鹅”，大资金踩踏惨剧,财经
韩4.1亿美元护卫舰交付泰国：除了壳，其他都是他国造,军事
华为Nova4与荣耀V20之间该如何选择?,科技
母亲说不好好读书就要去收垃圾，双胞胎儿子吓得离家出走5天,社会
凝心聚力 农业银行鼎力支持大国工程,财经
电动自行车充电桩：你们家小区都安装了么？,社会
幸福肥！中国媳妇蔡琳最新近照罕见曝光，笑容甜美脸颊圆润气色佳,娱乐
尤溪：寒冬“泳”气不减 队伍越来越壮大,社会
助力直播出海，网宿科技获“最佳技术合作伙伴”奖,科技
女星寒冬走红毯争奇斗艳，快来Pick心目中的冰雪女神,娱乐
看完再入手！科普你似懂非懂的无线充电技术,科技
通产丽星(002243.SZ)打开涨停板 成交额超5亿,财经
申花妖星中超首秀就让外界瞩目！如今却因足协重罚已无球可踢,体育
NBA：周琦被裁后休斯敦火箭首胜在即！火箭暂83-73对手！,体育
晨讯：雄安新区将适度超前布局智能感知网络；电商乘势布局万亿进口消费市场,科技
移动电子商务具有哪4个特点？,科技
城里办“集中守灵中心”遇阻：居民嫌晦气，政府叫停,社会
半场结束，哈登18+2，保罗仅得4分却送出7助攻，开始学威少了？,体育
金钟铉去世一年 特设立闪耀基金会帮助抑郁症患者,娱乐
小米首款水滴屏新机详细参数出炉 仅配12MP双摄或为红米7系列,科技
重庆自贸试验区撬动新一轮对外开放,财经
美元兑日元快速下行，关注三角形下轨支撑位,财经
莱阳爱心义工为两位困难家庭老人捐款3570元,社会
《来自星星的你》国产剧出炉，女主选定她？,娱乐
足坛名嘴辛辣点评穆帅下课 博格巴成焦点詹俊为曼联推荐教练,体育
把车牌数字“6”改成“8” 他因这“一笔”被拘7天,社会
歌乐山来了群中世纪“重装骑士”,社会
乌军即将发动总攻 美国将提供致命性武器 俄：无条件做出保证,军事
 把细小做到极致也是一种创造，他成功开办米厂，利己利他 ,财经
美歌手diss姚明 网上掀起巨大争议,娱乐
库里15000分打卡！谈及和宇航员对话：太酷了,体育
美军少校架F16直飞五角大楼私会上校情人？丑闻曝光后态度强硬,军事
男子因工作太忙，百万玛莎拉蒂停空地，一年后发现只剩空壳,社会
破解小微企业融资难题，湘潭市推出“再贴现”主办行制度,财经
[视频]逼真！特洛伊-威廉姆斯假动作晃飞森林狼三人,体育
印度空军的最大敌人：不是周边邻国 而是一家印度国有公司,军事
三双+25分大胜！队友互相照顾，氛围融洽，赛后威少喜逐颜开,体育
华为“翻盖式”手机壳，结束手机塞兜，颜值“惊艳”所有人,科技
你好，“巴铁”！,军事
台湾一女欲跳楼被丈夫爬到窗外拉住 警察破窗救人,社会
国泰集团公布2018年11月份客、货运量数据,财经
艺术家韩修智：过分的深入是一种矫饰，艺术应该质朴而又有力量,社会
轰动全联盟！科尔猛夸库里暗示KD勇士老二，湖人名宿表态三连冠难,体育
舞钢：交警查获交通违法行为1728起,社会
“请回答1988”中的这些细节！细思极恐！网友：恐怖片吗？,娱乐
从《老鼠爱大米》到戏剧插曲她是歌红人不红，凭《与风吟》能火？,娱乐
仅需要27天，困扰人类百年的月球背部之谜，可能首次被中国揭开,科技
新治疗方案为放疗后神经痛患者带来福音,社会
中乙最佳球员候选人出炉 陕足杨贺名列其中,体育
海印桥惨烈车祸致桥上行人受伤 行车记录仪视频曝光,社会
韩军：朝方边防哨所拆除工作已全面完成,军事
向E级超算冲刺：专家回顾中国超算发展史从耻辱到逆袭的传奇之路,军事
发挥出色！布克砍下 38 分平个人本赛季得分纪录,体育
2018年度最佳动画网络评选，第一应该没人猜到吧？,体育
教科书式求助！奶奶家中突然晕倒，长沙4岁男孩上演了这一幕…,社会
宁波高发披露发起设立财险公司新进展：暂定名为普瑞财险 仍在“排队”等批复,财经
7天6夜极限考验 湖北荆州武警“破茧成蝶”,军事
书写新时代政治建军新篇章,军事
伊朗迎来沉痛一击！叫板美国关键时刻，却痛失一员大将,军事
《隐秘而伟大》非同寻常的年代片，李易峰的这部剧将颠覆传统认知,娱乐
吴谨言机场偶遇恩师伯乐于正，俩人热情拥抱high聊,娱乐
"出击伊朗？美国航母开往阿拉伯海军演，战机起飞""轰炸""",军事
人工智能机器人已慢慢走进我们的生活,科技
海军潜艇部队官兵：征途如虹，奋勇争先,军事
里程碑！库里生涯常规赛得分达到 15000 分,体育
会昌县律回生物科技有限公司荣获温暖中国消费扶贫企业责任奖,社会
曼联考察9000万天价中卫非常满意，冬窗或买他！曝齐祖愿接班穆帅,体育
100秒看重庆·消防,社会
提个醒：吃完苦瓜一小时内，不要吃此物，对健康无益，来了解一下,社会
重庆市发布改革国有企业工资决定机制的实施意见 完善工资与效益联动机制,财经
今日锦鲤 | 12月18日竞彩赛事推荐,体育
为什么无人机如此受欢迎？,科技
男子被女网友骗入传销窝点，离奇坠亡！被害者不止一人,社会
香港最有名的五个胖子，第四位欠债累累，第一名连洪金宝也敬三分,娱乐
搞笑穿帮镜头，周冬雨一脸正经，她说得让学生们都不相信,娱乐
12月以来仅三成基金“独门股”跑赢大盘,财经
财险业前10月原保费收入近1万亿 11家险企现负增长,财经
海尔张瑞敏:从不准随地大小便开始 观念革命创造奇迹,科技
"《人不彪悍枉少年》杨夕的衣服湿了, 花彪的做法很暖",娱乐
猛砸50亿美元！微软在IoT领域的野心初现,科技
申万医药B净值下跌5.05% 请保持关注,财经
无需为性能担心，这四款手机用上五年都不会卡，不卡顿技术最厉害,科技
联想面向价格敏感商业用户推出ThinkPad L390/L390 Yoga,科技
《将夜》柯浩然遇上《仙剑》姜明，势必命运相似，反抗到底,娱乐
火箭队裁掉周琦，才知大姚当年打球不易，追梦路上实力证明一切,体育
女星走红毯：杨幂大长腿，唐嫣是仙女，倪妮最性感，杨颖很精致！,娱乐
权健内部再迎重大调整！津门名宿入主球队教练组众望所归,体育
女排联赛最强外援归来 巴西一姐宣言：我准备好了,体育
陈乔恩生日被求婚，现场观众非常激动，掌声四起，大呼在一起！,娱乐
伊朗迎来沉痛一击！叫板美国关键时刻，却痛失一员大将,军事
华为获恩宠？持华为手机可免5A景区门票！,科技
超神发挥！哈登最后连续三分，47+6+5+5，哈登一人击败爵士,体育
整整532天，周琦走了！哈登怒砍47分，为这个小老弟送行,体育
曾创作无数金曲的他，终于带着好音乐从幕后走到了台前,娱乐
作业太多!小学生开车上路兜风解压 警车一路紧追,社会
 夫妇俩创业做香水品牌代理，已获得了数十个国际品牌的独家代理权 ,财经
卡友超载成老赖，连累孩子上不了学，冤不冤,社会
韩国小公司逆袭：防弹少年团专辑销量霸榜，SEVENTEEN成绩斐然！,娱乐
王子文出席2018嘉人中国风，解锁新造型，诠释不一样的经典,娱乐
美军步步紧逼！伊朗网军神秘不一般,军事
"出击伊朗？美国航母开往阿拉伯海军演，战机起飞""轰炸""",军事
宿迁男子喝点小酒后耍酒疯，肆意殴打他人，拘留没商量！,社会
6岁出道，曾在美人心计饰演小皇后，今21岁的她，逆袭成女神,娱乐
“羽泉”变成“伟泉”？胡海泉搭档陈伟霆献唱，陈羽凡彻底退圈？,娱乐
奚梦瑶“麻雀腿”，主持人的“麒麟腿”，网友喊道对比差距太大,娱乐
长空格斗，每一仗都瞄准未来战场,军事
会议｜“中国文学与文化研究范式新探索”,社会
企业负债率多少合理,财经
重塑政治生态让我军浴火重生,军事
巴航和波音达成一致成立新公司市值约52.6亿美元,财经
【40年改革领跑路】40年，安徽的40个“第一”,社会
特朗普放出烟雾弹，说好削减军费，紧要关头却大涨500亿,军事
生产日期轻轻一抹就掉！这样的食品你还敢吃吗？,社会
小凤仙当年帮助蔡锷逃离袁世凯软禁的地方，如今破落的不像帝都,社会
乌还在秀“肌肉”？外媒：俄先进装备已在边境就位,军事
云计算和大数据有什么关联,科技
联想拯救者Y7000一款价格实惠的游戏本,科技
一边扩容一边充电，希捷乐备宝使用谈,科技
拜仁领衔德甲三强，与利物浦等三家英超豪门在欧冠捉对厮杀,体育
普通人往余额宝里存28万，然后在家啥也不干，每月利息够生活吗？,财经
“宝万之争”关键人物 张长弓卸任浙商银行副行长,财经
“新债王”冈德拉克：美股已经进入长期熊市,财经
砺兵深蓝大洋 官兵的虎气血性这样得来,军事
质量问题频曝光 来伊份代工模式遭诟病,财经
深圳打造人工智能开源平台,科技
雷蛇首款面向Xbox的外设将于1月8日正式发布,科技
三星Tab S4带领平板走向现实,科技
视频：武警特战队冬季大练兵 看铿锵玫瑰与男兵PK ,军事
中国平均每人挣 1 万元， 要多久？,财经
《天气预爆》发布会：岳云鹏冷笑话惊呆肖央逗笑杜鹃,娱乐
关于买房落户的问题,社会
皇马主帅又遭批评 西媒：水平让人失望 球迷不喜欢他怂,体育
赵薇杨幂唐嫣佟丽娅杨颖倪妮红毯争相斗艳，宋茜造型一言难尽,娱乐
荣盛发展：申请非公开发行 30 亿元公司债 深交所已接收反馈意见,财经
全球资产集体重挫美股正式进入熊市 A股投资者何去何从？,财经
"赌博输钱起贪念 前快递员""独吃""老东家骗保7千元",社会
2场0分后，德安东尼坚持终获回报！火箭后场新戈登就此诞生？,体育
进城打工卖早点19年，为了三个孩子，每天起早贪黑忙碌十几个小时,社会
开启一场有温度的摄影旅行,社会
捡到手铐当手镯戴是怎么回事？事情的原委让人啼笑皆非！,社会
关于国内外乒乓球运动员的介绍,体育
小米MIX4概念设计曝光，最美外观惊艳到你了吗？,科技
李玟雨让神话晋级老年团，一觉醒来，最痛苦的是欧巴成了爷爷！,娱乐
易烊千玺携华为nova4闪亮登场，青春时尚潮流的又一实力巨作,科技
周琦社交媒体霸气回应被裁,体育
致敬改革开放40周年｜“股”舞神州 重庆民企花开资本市场分外香,财经
女排八强战第6轮难有冷门，津沪之争存悬念，一黑马恐将出局,体育
詹皇本赛季最差战绩，被沃尔打爆之后，詹皇疯狂称赞沃尔,体育
UI图标设计原则！你造吗？,科技
凯尔-安德森预计将出战今日灰熊对勇士的比赛,体育
国博新馆险被国外方案替代，揭秘50个“北京地标”幕后故事,社会
比火箭还快16秒，5分4创最快147分纪录，小钢炮为继子骄傲,体育
关注美联储政策动向 美股周一低开道指跌超100点,财经
柏林赫塔vs奥格斯堡 柏林赫塔主场强势,体育
因未按规定开展客户身份识别工作 陕西凤翔农商行被罚29万元,财经
火箭斩断中国情裁掉周琦迎来大交易？哈登终获周最佳,体育
金星采访张柏芝：为何跟谢霆锋离婚？9个字回答让金星怒赞,娱乐
洛瑞谈莱昂纳德自由市场决定：他开心就好,体育
中国高铁将续写“技术领跑”传奇,财经
查神爆料：火箭已经裁掉周琦,体育
哈登暴砍47分，火箭力克爵士喜迎4连胜,体育
入伍摸底有恐高症的新兵们 什么力量改变他们,军事
恐怖!2米21巨人领跑历史效率榜 超越乔丹勒布朗,体育
转身成就转型：谢谢你，三十万分之一,军事
杨颖低调晒娃，小海绵衣服成亮点，网友看了价格后：贫穷限制想象,娱乐
转身成就转型：谢谢你，三十万分之一,军事
不愧是索尼！真全面屏来了：看电影真棒,科技
国家统计局微观数据实验室在京揭牌成立 ,财经
这公司曾被制裁3次，今不仅是世界500强，还从美国赚走几十亿,科技
女排联赛第6轮前瞻：两主两客占优势，辽宁、江苏最难预判,体育
怎么样更换电脑CPU？对电脑有什么影响？他终于说了实话！,科技
市场有风险，谁在帮助金融机构争分夺秒 | Physics World专栏,财经
从刘海屏优化到挖孔屏亮相，vivo如何实现屏幕形态巨大转变,科技
蝉联5-6周最佳球员，王哲林本赛季饿球后，打出最精彩一季！,体育
全球经济增长放缓恐拖累需求表现 油价周一盘中承压下挫,财经
陈瀚谦：12月18日国际黄金外汇趋势分析策略解读,财经
140㎡新房装修餐客厅太漂亮，朋友来做客都舍不得走,社会
微式珠宝：2019跨年盛宴，多家卫视名单曝光，你PICK谁？,娱乐
iPhone新机渲染图曝光 刘海屏+后置三摄,科技
 放弃律师职业，她创建的品牌，拿到两百万人民币天使投资 ,财经
让帕金森患者不再“颤抖”！宝医实现“三名”优质医疗成果落地,社会
奇才太阳正式完成阿里扎的交易,体育
汪峰晒家庭合照，女儿醒醒颜值抢镜！,娱乐
发改委：今年1-11月民间投资继续保持较快增长,财经
小米MIX3宝石蓝陶瓷版手机小开箱—滑盖还是很美,科技
战争逼近，乌军发起猛攻！美加高级军官进入阵地，12月底或将开,军事
NBA上周的东西部周最佳球员：赛迪斯-杨&詹姆斯-哈登,体育
光速旗舰、智慧源力、一骑绝尘，这款国产智能机评价怎么这么高？,科技
火箭胜爵士迎四连胜，哈登状态神勇助飞火箭，他们的比赛刚开始？,体育
 吉利集团子公司研发全球首款飞行车将于明年上市 ,财经
没有导弹可用？乌:唯一弹艇的发射装置都拆了,军事
科利莫尔：曼联阵容没问题 既有深度又有天赋 问题出在穆里尼奥身上,体育
互联网媒体时代的公益思考：除去流量和利益，什么是值得坚持的事业,科技
房企急了！11月推盘规模创历史新高,财经
戏比天大一事一生《我就是演员》突破三重壁垒,娱乐
又开火了 乌克兰重兵集结拒绝和谈 俄：请神容易送神难,军事
伦纳德不认识到场观战的快船篮球运营总裁弗兰克,体育
娱乐圈里创造专属表情包的7大明星: 最后一位恶魔笑让人害怕,娱乐
张本赛后下战帖：最想挑战的人是许昕,体育
“阳光.关爱”之亲子陶艺活动圆满举行,社会
走得太远的健身健美者，块头令人望其项背,体育
搞笑穿帮镜头，《楚乔传》燕洵世子赛马，谁注意到一旁小哥的伞了,娱乐
西部还是乱！9队排名有变化 开拓者飙升3位 掘金领跑火箭逼近前8,体育
充当美国打手吃亏了！加拿大爆发革命，危机快速蔓延至少8个城市,军事
郑智人选亚洲杯主力阵容，网友：来一首凉凉,体育
特里-斯托茨：努力打球是一种天赋,体育
这堂党课，启发大家思考信仰与担当,军事
联想不仅推出了全新的Z5s 还发布了全球首款高通骁龙855手机,科技
BTV文艺《加油吧孩子》春节特别节目招募启动,社会
过来人！奥尼尔：勇士队内矛盾有可能会毁了他们,体育
面对美国不断推进，俄将重启“死亡之手”，数千枚导弹已在弦上！,军事
【恢恢法网】青铜峡男子肇事逃逸自以为神不知鬼不觉却被抓获在自家炕头,社会
世界排名，15个最高的进口关税税率国家,财经
从舌尖的美味，穿越到乡愁故事……总有一道菜肴让你吃出热泪！,社会
林心如许久不露面，现晒居家照为好友宣传新书，丸子头超可爱！,娱乐
不会用身体打球？试试这个练习！,体育
92年中国男篮得分王！曾单场砍下70分创纪录，当年与胡卫东齐名,体育
联想新机或联动法拉利？豪车还剩多少...,科技
自来水管爆裂致村民多块耕地被淹，涉事公司：再等等，别急！,社会
2400万前置美拍加后置三摄 三星Galaxy A8s拍照同样出色,科技
骑行课堂 | 功率与体重比是爬坡能力的唯一吗？,体育
 腾讯云胡利明：构建智慧金融需要做好“加减乘除”法 ,财经
明星片场休息在干什么？林黛玉嘟着嘴很可爱，孙俪被绑着背台词,娱乐
【传真】孟津淘宝村再次被阿里巴巴点名，荣获殊荣,科技
“英雄山少年军校”命名揭牌仪式在麻栗坡隆重举行,军事
初映被称烂片负評不断如今被称经典，特别是这部,娱乐
特斯拉设计师入职苹果，是否再次自主开发汽车？,科技
原来她也是星二代 | 赏色,娱乐
为什么越来越多90后不愿“缴纳社保”？90后透露原因，让你想不到,财经
胡可和两儿子逛街，安吉和小鱼儿越来越长大了，能帮助妈妈了,娱乐
同样是开心麻花的成员，黄才伦与沈腾相比，究竟有什么区别呢？,娱乐
乌将挑衅俄？俄外长:我们不会与乌克兰开战,军事
仰泳浮不起来做好这四点很重要,体育
手表检测心电图：为医生诊疗房颤提供关键数据,科技
3698元买vivo NEX到底值不值，体验之后更有发言权,科技
厦门国际银行荣获2018金龙奖“年度十佳城市商业银行”,财经
孝子：身高1米的残疾男，手扶矮凳捡废品养母，现住两层楼房,社会
军报社论：坚定不移将改革进行到底,军事
邓超、郑恺、黄子韬的素颜 谁赢了？,娱乐
发行REITs产品募资32亿元 远洋集团(03377.HK)回落5%,财经
《蒙面唱将》首现“最大牌”人物，揭面后评委蒙了，不敢点评！,娱乐
2019高金新年论坛盛大开启 探路中国金融业发展大势,财经
李沁最新造型：蓝色梦幻长裙，宛若从海里探出头的美人鱼,娱乐
高通死缠烂打，苹果开始反击，但是英特尔却是无辜“躺枪”,科技
HTC Desire 12s发布：骁龙435处理器 具备NFC功能,科技
苏韵锦为何不愿接受程铮的爱？是自尊作梗，还是太爱而不敢靠近？,娱乐
炮掠南半球：南非大山猫轮式战车的技战术性能和火控系统,军事
大客车司机撞人致死需赔偿单位21万 什么过错算重大过失？,社会
原出品方翻拍《红苹果乐园》 衍生综艺选主演,娱乐
oppo K1和vivoZ3，良心千元机，选择谁都不亏,科技
自行车道口装上了S型围栏 市民调侃：临时工干的,社会
黄章奋斗之作：骁龙632＋4GB仅999，能赢友商小米？,科技
用这种方式还信用卡，小心你欠的钱永远都还不清,财经
张檬整容后判若两人 表情僵硬面目全非,娱乐
OPPO Find X带来全新设计元素，给用户全新超赞体验,科技
天猫魔屏M1带您体验手掌上的移动影院,财经
英格拉姆和勒布朗不兼容！莺歌接受采访首次谈到了这个问题,体育
《时间都知道》5大女神素颜，时简垫底，宋晓京第二，她最纯天然,娱乐
晶女郎邱意浓再度参演王晶监制作品，坐实力捧传闻,娱乐
2将爆发逼走周琦！奇兵要转正莫雷下狠手 火箭将重点培养小司机,体育
单节12分全场17分，哈登终得强力替补！一人胜过火箭2800万组合,体育
12.18 黄金晚间有望再次破高点 后市黄金解析,财经
苹果更新iOS 12.1.2规避高通专利 仅国行多任务动画调整,科技
书写新时代政治建军新篇章,军事
让我们荡起双桨 感受“友谊”小船的乐趣,社会
宁波武警极限训练铸精兵 ,军事
面对美国不断推进，俄将重启“死亡之手”，数千枚导弹已在弦上！,军事
砺兵深蓝大洋 官兵的虎气血性这样得来,军事
四川宜宾5.7级地震，驻军和武警官兵全力驰援震区,军事
军报社论：坚定不移将改革进行到底,军事
利物浦碰拜仁戏剧性-前拜仁伙计抽签前20分钟2球，红军养人优势,体育
"刘德华开演唱会, 镜头一拉近, 不少网友都哭了!",娱乐
今晚！连胜纪录告破的北京恐遭大考验 CBA豪强杀手还能爆冷？,体育
微会动微信现场互动：获客成本越来越高，你该换种玩法了,科技
会员制来袭，糖卡会员店荣获2018年度服务支持最佳创新奖,科技
霞浦男子谎称承包工程，诈骗他人15万元投资款,社会
基恩：曼联有些球员的行为无法容忍，有的事退役后再做不迟！,体育
最大射程3000米，又一批重型武器运抵前线，这次叙军真的要打,军事
《大帅哥》张卫健三个老婆谁最美？你觉得呢？,娱乐
5位27岁的男明星，个个颜值高热度高，张艺兴杨洋上榜,娱乐
来自时光的礼物，上新啦,社会
反正买XBOX一定要接移动硬盘，为什么不买个希捷的官配版？,科技
以暴制暴，酣畅淋漓，今年最后一部悬疑神剧,娱乐
重庆一江苏牌大货车撞倒4名小孩致死后逃逸  肇事司机已被刑拘,社会
陈志朋首次回应辣眼睛造型，一句话网友沉默无言，无人敢黑,娱乐
美军有76毫米炮为何不用？巴顿：我用短75都能胖揍德军！,军事
中国消费者走在美日前面 运用数码科技自发解决问题,科技
乌克兰月底将有大动作！但俄罗斯已看透一切：他们弱爆了,军事
哈登47+6+5+5，火箭3巨头却迷失，获4连胜难掩一大短板,体育
真性情or情商低？D&G事件尚未平息，毛剑卿穿D&G衣服回怼,体育
美景之外，有人替你负重“砸”门,社会
你了解手机电视吗,科技
公安热线被标“骚扰诈骗” 标号APP尽审核责任了吗？,社会
携手新时代 我们与您同行,社会
搜狗输入法邀大咖探讨新青年的互联网时代语言,科技
湖南跨年晚会官宣，TFBOYS成年后首合体，网友：收视率稳了,娱乐
女医生手术室外抢时间喂奶获点赞,社会
发改委:新建合资轿车企业项目由核准改为备案管理,财经
美国组建30国联军“联合特遣部队”取代伊政府军，列装法国榴弹,军事
分红比融资还多，奥普为什么要上市？,财经
找工作遇“黑中介” 两男子险被诈骗7600元,社会
延川公安快速侦破聚众赌博案 捣毁一赌博窝点,社会
印度空军的最大敌人：不是周边邻国 而是一家印度国有公司,军事
暖心！小孩高烧昏迷 达州交警紧急送医得救治,社会
徐指导，阿拉回来了,体育
 抓住了改变命运的稻草，他让公司的营业额超过了5亿日元 ,财经
杨紫荣获2018腾讯星光盛典年度人气女演员奖，小猴子终于获奖,娱乐
三星新系统One UI大更新：安卓9.0+取消负优化，三星用户的福利！,科技
《吐槽大会》！包贝尔算是你们吐槽界救星！,娱乐
ESPN名记：索尔斯克亚可能成为曼联临时主帅,体育
重塑政治生态让我军浴火重生,军事
毛剑卿深夜发文承认离婚，曾殴打俱乐部队友，如今中超无求可踢！,体育
美军8所秘密基地遭曝光！外媒披露：庇护大量恐怖分子头目,军事
"交易的坏消息! 湖人拒绝阿里扎, 太阳正式买断里弗斯, 交易被打断",体育
上百辆重型武器集结 叙利亚盟友猛烈开火 美睁一只眼闭一只眼,军事
 美女记者辞职帮丈夫开公司，如今成百亿富姐 ,财经
杨幂“蛇皮”鞋要火了，不料身后大叔引热议，网友：肯定有故事,娱乐
起点 | 这位北大女生为何选择成为海军陆战队员,军事
